County FIPS code,Size of adjusted gross income by county,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI),Salaries and wages in AGI Number of returns,Salaries and wages in AGI Amount,Taxable interest Number of returns,Taxable interest Amount,Ordinary dividends Number of returns,Ordinary dividends Amount,Qualified dividends Number of returns,Qualified dividends Amount,Business or profession net income (less loss) Number of returns,Business or profession net income (less loss) Amount,Number of farm returns,Net capital gain (less loss) in AGI Number of returns,Net capital gain (less loss) in AGI Amount,Taxable individual retirement arrangement distributions Number of returns,Taxable individual retirement arrangement distributions Amount,Pensions and annuities in AGI Number of returns,Pensions and annuities in AGI Amount,Unemployment compensation Number of returns,Unemployment compensation Amount,Social Security benefits in AGI Number of returns,Social Security benefits in AGI Amount,Self-employment retirement plans Number of returns,Self-employment retirement plans Amount,Total itemized deductions Number of returns,Total itemized deductions Amount,State and local income taxes Number of returns,State and local income taxes Amount,State and local general sales taxes Number of returns,State and local general sales taxes Amount,Real estate taxes Number of returns,Real estate taxes Amount,Taxes paid Number of returns,Taxes paid Amount,Mortgage interest paid Number of returns,Mortgage interest paid Amount,Contributions Number of returns,Contributions Amount,Taxable income Number of returns,Taxable income Amount,Total tax credits Number of returns,Total tax credits Amount,Residential energy credit Number of returns,Residential energy credit Amount,Child tax credit Number of returns,Child tax credit Amount,Child and dependent care credit Number of returns,Child and dependent care credit Amount,Additional child tax credit Number of returns,Additional child tax credit Amount,Earned income credit Number of returns,Earned income credit Amount,Excess earned income credit (refundable) Number of returns,Excess earned income credit (refundable) Amount,Alternative minimum tax Number of returns,Alternative minimum tax Amount,Income tax Number of returns,Income tax Amount,Total tax liability Number of returns,Total tax liability Amount,Tax due at time of filing Number of returns,Tax due at time of filing Amount,Overpayments refunded  Number of returns,Overpayments refunded  Amount
7,Butte County,88743,35607,51595,176535,51617,3978144,67556,2595407,36796,68008,16877,68841,15048,44755,14487,228567,1640,13876,66694,8842,118983,18910,459465,13491,101596,12912,135863,745,17476,28491,668809,20390,133738,7246,8894,25842,71084,28398,224783,22648,250769,22512,69399,64149,2471855,25643,28726,2825,3651,13516,16270,2737,1370,12001,15294,17981,35070,15401,30879,1590,10133,56417,396479,61752,438173,16774,65054,67372,177682
7,Under $1,2270,722,1521,3416,540,-100488,439,10413,979,2217,571,1443,508,886,840,-10132,165,772,12,147,2059,278,3248,58,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,141,277,321,195,203,0,0,0,0,339,642,166,268,1057,2965
7,"$1 under $25,000",38398,6592,19682,59732,15979,476265,28425,323235,8789,9839,4232,9113,3656,4542,4993,33709,260,3487,-2446,2333,13435,5570,53493,6049,40149,1568,2735,36,178,3565,56175,725,1175,2463,1750,2922,6242,3502,10027,2252,19994,2270,3537,17272,100420,4635,1524,145,62,1486,515,180,55,7306,8184,13230,26846,11594,24097,0,0,14096,9128,17844,14889,4415,2457,30727,57218
7,"$25,000 under $50,000",21146,8388,12420,45361,14389,758484,16900,533961,8198,10406,3321,9237,2958,5302,3040,33573,264,2604,619,2139,20109,4680,89307,3972,33891,4453,25815,58,505,5864,97283,3181,5406,2457,2600,5146,11013,5842,20685,4549,40748,4171,8042,20045,371349,8360,6933,596,405,5131,4772,681,329,3922,6066,4474,7903,3612,6579,0,0,16301,38181,17310,44663,3977,5583,16976,41549
7,"$50,000 under $75,000",11334,7114,7169,26837,8064,696013,8977,469880,6763,10084,2853,9391,2542,5578,2061,24954,251,2173,2962,1656,20564,3410,97149,1862,14753,3052,39142,82,837,6141,117965,4624,13820,1396,2110,5632,13109,6136,31105,5040,50182,4805,11107,11263,429348,5064,7172,670,599,3227,5144,663,341,579,783,0,0,0,0,37,99,10610,51992,10790,57359,3127,6657,8161,22499
7,"$75,000 under $100,000",6984,5373,4593,17838,5392,602337,5671,408141,4985,8218,2202,7997,1993,5064,1437,24061,218,1694,4391,1157,18961,2248,83672,860,6605,1819,29794,102,1449,5099,112612,4453,18982,586,1224,4718,12694,5097,34901,4313,48724,4249,10787,6969,403776,3426,5493,566,601,2126,3680,546,283,91,120,0,0,0,0,43,70,6846,53273,6886,58320,1896,5965,5068,17432
7,"$100,000 under $200,000",7134,6123,4914,19284,5962,936170,6002,631340,5725,13731,2789,14242,2533,9563,1623,48437,314,2284,13037,1145,29167,2340,108261,639,5130,1679,31045,240,4684,6385,183835,6015,47538,307,1095,6064,19881,6384,71886,5405,69795,5677,20346,7123,673720,3540,5090,690,1091,1546,2159,605,327,0,0,0,0,0,0,367,827,7089,112208,7106,121574,2414,14645,4702,22590
7,"$200,000 or more",1477,1295,1296,4067,1291,609363,1142,218437,1357,13513,909,17418,858,13820,493,73965,168,862,48119,265,14688,384,24335,51,435,341,7332,227,9823,1437,100939,1392,46817,37,115,1360,8145,1437,56179,1089,21326,1340,15580,1477,493242,618,2514,158,893,0,0,62,35,0,0,0,0,0,0,1143,9137,1475,131697,1477,140726,779,29479,681,13429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Calaveras County,19947,9853,11921,39579,10161,993567,13746,612942,10052,21738,4606,21843,4100,14161,4021,50308,452,3990,19866,2909,47731,5946,159965,3238,28666,4195,48198,147,2524,8665,218167,5739,34684,2658,3620,8020,26479,8644,68775,7079,87052,6766,15377,14655,625506,5319,6622,779,1342,2667,3473,477,195,1798,2258,3011,5298,2436,4347,366,2427,13342,97676,14727,106778,4564,13965,14034,39240
