County FIPS code,Size of adjusted gross income by county,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI),Salaries and wages in AGI Number of returns,Salaries and wages in AGI Amount,Taxable interest Number of returns,Taxable interest Amount,Ordinary dividends Number of returns,Ordinary dividends Amount,Qualified dividends Number of returns,Qualified dividends Amount,Business or profession net income (less loss) Number of returns,Business or profession net income (less loss) Amount,Number of farm returns,Net capital gain (less loss) in AGI Number of returns,Net capital gain (less loss) in AGI Amount,Taxable individual retirement arrangement distributions Number of returns,Taxable individual retirement arrangement distributions Amount,Pensions and annuities in AGI Number of returns,Pensions and annuities in AGI Amount,Unemployment compensation Number of returns,Unemployment compensation Amount,Social Security benefits in AGI Number of returns,Social Security benefits in AGI Amount,Self-employment retirement plans Number of returns,Self-employment retirement plans Amount,Total itemized deductions Number of returns,Total itemized deductions Amount,State and local income taxes Number of returns,State and local income taxes Amount,State and local general sales taxes Number of returns,State and local general sales taxes Amount,Real estate taxes Number of returns,Real estate taxes Amount,Taxes paid Number of returns,Taxes paid Amount,Mortgage interest paid Number of returns,Mortgage interest paid Amount,Contributions Number of returns,Contributions Amount,Taxable income Number of returns,Taxable income Amount,Total tax credits Number of returns,Total tax credits Amount,Residential energy credit Number of returns,Residential energy credit Amount,Child tax credit Number of returns,Child tax credit Amount,Child and dependent care credit Number of returns,Child and dependent care credit Amount,Additional child tax credit Number of returns,Additional child tax credit Amount,Earned income credit Number of returns,Earned income credit Amount,Excess earned income credit (refundable) Number of returns,Excess earned income credit (refundable) Amount,Alternative minimum tax Number of returns,Alternative minimum tax Amount,Income tax Number of returns,Income tax Amount,Total tax liability Number of returns,Total tax liability Amount,Tax due at time of filing Number of returns,Tax due at time of filing Amount,Overpayments refunded  Number of returns,Overpayments refunded  Amount
5,"$50,000 under $75,000",39890,19166,19582,87385,27140,2453567,35305,1933864,17579,21487,9405,28097,8129,16704,6465,62532,189,7104,6064,4850,63255,9327,212347,3575,35418,6350,84820,207,2175,23435,414588,20516,45180,2284,3165,21162,36573,23384,91138,20602,198726,18905,42672,39603,1574815,18479,27768,2993,2226,11492,17742,2560,1264,2035,2979,0,0,0,0,71,130,37381,200206,38050,214136,9364,19948,30382,86339
5,"$75,000 under $100,000",25243,18035,12452,64162,20618,2184048,22731,1709436,13942,18930,7999,26696,7038,16784,4818,55738,146,6203,10363,3631,62583,6855,190476,2186,21986,4264,72780,234,2456,18645,424115,17168,53465,1097,1966,17514,36619,18625,98888,16986,186807,15986,42211,25162,1499164,13541,23053,2572,2023,8573,14432,2514,1307,237,335,0,0,0,0,114,267,24843,202581,24975,215093,6590,17367,18613,63215
5,"$100,000 under $200,000",32914,27969,17000,93475,32409,4410577,30284,3438238,22473,43390,14875,67689,13433,45061,7084,136268,250,11952,46918,4935,130404,9359,318415,2002,19256,4735,89072,674,10375,28937,760653,27639,143417,915,1964,27744,80421,28920,238501,26284,341444,26492,99071,32850,3269877,18194,25371,4121,3698,7965,10754,3900,1939,53,72,0,0,0,0,981,2210,32715,557712,32773,584834,11805,54180,21028,94444
5,"$200,000 or more",10869,9779,7831,33713,13053,6016910,9706,3163194,9740,159573,7929,233934,7423,180745,2963,186988,115,7696,896056,1601,107437,2323,101294,254,2662,1373,30640,976,31028,10644,853585,10256,271535,303,803,10303,76437,10642,355872,8677,180611,10193,171169,10836,5075266,5866,25267,1385,1866,0,0,954,496,0,0,0,0,0,0,6822,51449,10829,1348399,10844,1382830,5152,147265,5659,163405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Archuleta County,5520,2622,3589,10548,2581,239617,3807,128244,2665,6089,1319,8053,1144,5656,1711,17277,197,1256,8478,742,15563,1331,37557,539,4313,928,10979,46,557,1942,44984,1303,5027,556,526,1781,4441,1934,10669,1563,18025,1615,6825,3758,151694,1381,1398,226,177,616,711,126,58,737,896,1194,2313,924,1743,80,388,3310,24095,4015,27308,1260,4381,3895,10659
7,Under $1,245,94,187,367,42,-9789,72,1460,142,778,61,165,47,104,117,-1131,0,99,-106,0,0,31,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,27,17,0,0,0,0,41,41,20,14,93,241
7,"$1 under $25,000",2370,568,1471,3741,987,28494,1612,17683,709,821,311,754,258,414,735,4752,62,291,-19,159,1633,288,2589,260,1850,73,133,21,114,332,5594,117,96,183,100,279,530,326,789,244,2406,217,357,949,5311,204,69,0,0,75,26,20,6,491,565,909,1842,723,1439,20,54,772,490,1273,1325,344,223,1820,3577
7,"$25,000 under $50,000",1290,653,831,2672,712,46506,989,29948,619,1053,275,884,237,453,405,3268,46,240,284,185,2351,309,5587,160,1409,301,1769,0,0,452,7796,266,472,158,149,404,806,450,1558,350,3123,376,860,1206,22080,501,370,77,45,267,239,36,14,213,298,251,447,174,287,0,0,992,2248,1123,2933,289,450,982,2609
7,"$50,000 under $75,000",688,504,473,1552,356,42358,501,22433,468,828,235,892,207,545,203,2265,52,205,276,141,2328,263,8500,68,626,221,2941,0,0,413,8400,300,690,102,90,388,833,413,1745,351,3606,349,1060,680,25460,276,327,50,33,138,212,31,15,33,33,0,0,0,0,0,0,636,3073,660,3544,225,524,460,1337
