State FIPS code,State,County FIPS code,County name,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI),Salaries and wages in AGI Number of returns,Salaries and wages in AGI Amount,Taxable interest Number of returns,Taxable interest Amount,Ordinary dividends Number of returns,Ordinary dividends Amount,Qualified dividends Number of returns,Qualified dividends Amount,Business or profession net income (less loss) Number of returns,Business or profession net income (less loss) Amount,Number of farm returns,Net capital gain (less loss) in AGI Number of returns,Net capital gain (less loss) in AGI Amount,Taxable individual retirement arrangement distributions Number of returns,Taxable individual retirement arrangement distributions Amount,Pensions and annuities in AGI Number of returns,Pensions and annuities in AGI Amount,Unemployment compensation Number of returns,Unemployment compensation Amount,Social Security benefits in AGI Number of returns,Social Security benefits in AGI Amount,Self-employment retirement plans Number of returns,Self-employment retirement plans Amount,Total itemized deductions Number of returns,Total itemized deductions Amount,State and local income taxes Number of returns,State and local income taxes Amount,State and local general sales taxes Number of returns,State and local general sales taxes Amount,Real estate taxes Number of returns,Real estate taxes Amount,Taxes paid Number of returns,Taxes paid Amount,Mortgage interest paid Number of returns,Mortgage interest paid Amount,Contributions Number of returns,Contributions Amount,Taxable income Number of returns,Taxable income Amount,Total tax credits Number of returns,Total tax credits Amount,Residential energy credit Number of returns,Residential energy credit Amount,Child tax credit Number of returns,Child tax credit Amount,Child and dependent care credit Number of returns,Child and dependent care credit Amount,Additional child tax credit Number of returns,Additional child tax credit Amount,Earned income credit Number of returns,Earned income credit Amount,Excess earned income credit (refundable) Number of returns,Excess earned income credit (refundable) Amount,Alternative minimum tax Number of returns,Alternative minimum tax Amount,Income tax Number of returns,Income tax Amount,Total tax liability Number of returns,Total tax liability Amount,Tax due at time of filing Number of returns,Tax due at time of filing Amount,Overpayments refunded  Number of returns,Overpayments refunded  Amount
34,NJ,25,Monmouth County,310939,127983,200142,612760,197867,26912675,252462,19269757,161527,428956,106557,597010,97383,424543,45728,1077944,724,82650,1025558,32620,589697,62998,1590454,42447,472071,44372,642493,4302,100219,158673,5300014,127395,1311946,27052,25585,147125,1287711,158171,2655740,122308,1544607,138925,430578,247966,19340996,106016,145956,41686,51741,13351,7659,23056,22726,26684,48379,22179,40673,22278,28498,28661,207213,228744,4106996,241071,4298618,60996,349423,234538,945371
34,NJ,27,Morris County,244640,108080,152808,486967,153502,26190184,199780,19007385,143036,419953,99190,745675,91288,577154,37097,990500,462,75935,869630,28956,555819,47345,1122902,30101,362295,35356,551533,4583,112363,132175,4910064,107771,1371558,20787,20277,121510,1205819,131750,2619517,97971,1316296,114758,447831,202396,19400419,88771,153541,31362,39438,13105,7348,16813,15937,15427,25825,12388,21002,12895,16413,29302,222997,188876,4396836,197612,4585840,52649,327877,179881,822000
34,NJ,29,Ocean County,273185,117120,174891,543163,167275,15203988,203133,10264499,135648,258751,78367,281940,70436,196200,35148,532550,255,54178,203744,39211,509160,76547,1734026,41138,439097,55626,703501,1393,23245,122381,3839854,86413,417084,32341,31363,115036,665504,121966,1132533,95556,994937,103435,254230,210256,9810350,86360,105001,39631,52324,10822,5807,20286,17222,30581,66561,26053,55476,25650,39285,7522,38748,191151,1610800,204456,1710464,47365,155524,210474,629297
34,NJ,31,Passaic County,246211,76253,177508,496071,168287,12597166,205379,9863321,85894,154322,46267,173644,41804,124671,34276,493754,139,32314,137311,16682,217575,33576,639208,41954,433115,22861,309491,1322,24370,84014,2203060,65791,377266,15560,13845,74026,651589,83751,1060240,59990,648666,69088,180552,183149,7942625,82967,95535,41808,44761,13166,8118,9674,8266,50474,115850,44568,99648,44832,59171,8954,50013,154614,1365868,171378,1449979,33362,115014,204239,696307
34,NJ,33,Salem County,31925,12331,17833,63609,19459,1686114,26896,1271870,13352,17652,6628,20426,5904,15178,3268,43834,696,3685,21882,2894,36950,7319,150576,5281,53214,4658,55408,128,2017,12052,251456,9923,44426,1751,1584,11298,63071,12008,111133,9482,78267,9532,26041,25562,1105400,10947,13815,5815,7258,1343,677,2124,2294,4837,9579,4184,8776,3712,4801,578,2992,22758,171037,23849,180444,4549,14826,26496,79710
34,NJ,35,Somerset County,160905,69022,99897,326439,107507,16997128,133312,12753020,91456,276081,62889,456926,58006,350766,23935,468037,386,48611,721524,17234,348001,29101,648328,20078,236695,20277,316676,2788,66755,87305,3161224,72310,875741,12674,12473,80406,760247,87024,1669399,65966,855766,75183,292623,132500,12656617,61080,91671,21823,26249,10211,5703,12325,14120,11942,21918,9878,18252,10923,13759,20154,154040,122175,2859191,128227,2969823,33714,212129,119525,583196
34,NJ,37,Sussex County,72304,32931,44477,143920,45053,5123147,60925,3913980,35194,47301,21035,67069,19036,47522,10936,184513,1081,14232,53439,7228,112916,14206,322996,11820,133469,9642,132291,674,11744,38835,1006627,31352,181606,6334,6216,37028,283132,38734,477117,32311,340524,31962,72330,59713,3485307,25764,35992,11973,16289,3366,1880,5812,4548,5647,9600,4523,7754,3967,4929,3923,21878,55769,627062,58479,662140,13098,54021,56186,185985
34,NJ,39,Union County,262907,87101,177401,516398,172860,19008243,217304,14480075,110579,305698,62508,392216,56893,290586,37173,575465,60,44372,421626,20990,348662,42810,857284,38609,420484,28107,389219,2430,59375,108181,3477503,86759,851016,17610,15235,93723,884036,107792,1776533,75137,891122,91483,333604,206235,13061249,93485,124195,42755,47404,15202,9435,12715,11540,41073,87276,35472,73263,33770,40210,17973,132515,180397,2730814,196015,2849912,42351,189483,210371,805605
34,NJ,41,Warren County,52440,22529,31728,103270,31806,3258749,43492,2537556,25047,34209,14736,42057,13298,28372,6885,88373,912,9476,35948,5522,72895,11379,231289,8458,94839,7179,91068,330,4804,25195,603958,20034,98851,4457,4116,23794,167644,25119,274971,20403,207771,20618,43037,42725,2175531,18422,23795,8836,11759,2187,1189,3787,3379,5287,9859,4456,8394,3814,4609,2069,9490,39407,361974,41440,381524,8771,29873,41587,127518
35,NM,0,New Mexico,912801,327405,465864,1859701,608582,41421348,746049,29591287,297483,617199,137098,744349,119794,530613,132753,1216163,15326,108255,1460496,67938,1014981,179294,4105576,73381,654563,101445,1134936,3695,60684,234833,5088063,188270,795357,36156,52878,208599,466995,233223,1347216,191376,1886648,178691,705475,654961,26965412,291016,318365,161229,187622,28039,13334,35193,35135,223730,491131,199136,443205,164110,207202,11378,56430,559958,4387514,615152,4651964,147953,500966,724068,2132333
35,NM,1,Bernalillo County,306721,101734,135344,593502,181197,14883430,252612,10849180,112693,217384,55343,229159,48486,153031,41834,413746,1033,41923,271546,25681,368422,61422,1450938,24595,229097,34893,409905,1593,25957,98338,2054597,81014,321313,13141,16305,89482,232673,97781,583574,82979,809122,76812,258754,230730,9790725,100292,107684,50515,58188,11567,5430,11961,12867,62054,126256,54368,113536,46959,59512,4869,23584,201020,1627581,216567,1714303,53012,174381,240617,660214
35,NM,3,Catron County,1501,750,880,2793,573,47185,806,23257,674,2031,293,992,254,576,408,2093,178,299,5609,166,2138,507,11509,129,1220,279,2454,0,0,250,4656,152,569,83,105,206,243,246,958,163,1273,193,900,886,31020,307,282,125,142,0,0,78,75,293,511,222,411,139,167,0,0,775,4508,937,5022,302,660,989,3148
35,NM,5,Chaves County,25621,10089,14287,56432,20212,962243,21278,726154,7172,14835,3025,17766,2662,13646,3250,25669,558,2462,28885,1742,20159,4640,88092,1899,16103,2758,28375,104,1852,4320,99593,3383,15547,684,1054,3671,5830,4287,23028,3083,26128,3240,21773,17395,611407,8141,8967,5146,5928,750,345,1077,857,7655,18118,7009,16798,5945,7702,250,1140,14255,95740,15725,103221,3487,13038,21012,68312
35,NM,6,Cibola County,9461,3067,5545,20096,7310,325499,8039,257857,1981,2730,698,1634,566,1048,1200,8606,275,500,4653,408,4449,1737,29953,751,6824,899,8073,0,0,1038,18588,783,2555,198,246,839,1137,1022,4103,738,5507,761,2750,6433,188277,2942,3086,1866,2051,172,75,341,280,3208,7214,2891,6664,2117,2539,34,102,5320,25537,5934,27374,1342,3642,7731,21549
35,NM,7,Colfax County,6025,2373,3156,11426,3209,218021,4741,150240,1938,4746,1040,4371,942,3365,934,4801,204,822,6964,534,6482,1459,30006,557,4599,865,8908,21,254,1059,22832,756,2899,265,396,926,1697,1053,5120,787,7663,758,3029,4205,136962,1571,1541,886,1014,75,32,211,148,1430,2937,1252,2713,876,1011,51,240,3672,19805,4035,21394,1023,2788,4683,11782
35,NM,9,Curry County,21117,8397,11089,47264,15968,724725,18431,633922,6002,14310,2462,6600,2222,4978,2273,16864,580,1783,26003,1126,11131,3419,68815,882,6856,1804,18986,31,421,3461,67917,2499,9708,744,1207,2973,3680,3436,14923,2716,23107,2505,14395,15032,480051,7524,7757,4625,5167,887,455,883,730,5866,13805,5351,12820,5255,7828,138,632,12166,69227,13235,73999,2707,10951,17811,52848
35,NM,11,De Baca County,890,421,624,1816,544,27223,662,19709,334,632,120,805,107,638,160,1164,179,135,1397,49,437,183,3356,33,257,102,970,0,0,108,2379,59,500,42,26,67,68,105,612,50,298,69,538,532,18364,230,233,126,141,27,10,29,29,225,497,202,440,156,188,0,0,427,3072,500,3366,136,328,649,2058
35,NM,13,Doña Ana County,89347,32463,51648,188801,65349,3382896,73697,2470867,24149,49070,10498,39274,9035,25597,13300,129647,1359,8423,62313,5652,77641,15867,383371,7087,54122,8807,97135,218,3955,17946,359613,14045,55068,3112,4075,15936,30383,17822,92028,14597,139062,13013,45524,59397,2060728,27686,28846,15410,16507,2651,1290,2586,2860,27969,69556,25430,62505,21187,26909,714,3402,48472,320192,55409,344147,12636,42711,72986,217408
35,NM,15,Eddy County,22894,9563,13078,49055,16841,1870484,19731,1000307,6265,21024,2625,77302,2291,72780,2845,32896,489,2076,459276,1785,24793,3891,67334,1354,11492,2430,27361,89,1542,4809,144238,4046,41340,574,1098,4060,5326,4773,48297,3524,27524,3454,29415,17303,1456376,7542,9677,4965,6561,508,249,925,744,5068,11257,4575,10404,3593,4389,314,2133,15224,264305,16132,272087,3729,18052,18371,80256
35,NM,17,Grant County,12897,5273,7283,25313,7371,465216,9310,312863,4912,9097,2235,8531,1961,5370,1918,10364,318,1811,8155,1315,18646,3688,71527,1278,13668,2051,19912,30,321,2235,44145,1652,6025,488,1484,1933,2539,2222,10264,1682,14413,1597,6666,8629,288047,3536,4512,1872,2300,226,95,536,548,3156,6295,2729,5681,1846,2164,75,282,7506,40345,8331,43189,2106,5032,9816,25199
35,NM,19,Guadalupe County,1923,639,885,3773,1275,50773,1608,42789,389,509,96,577,79,218,191,568,190,116,779,63,634,319,5574,167,1433,162,1229,0,0,256,4531,143,441,93,130,186,213,254,826,172,1175,177,349,1229,27804,525,506,308,353,31,12,95,64,616,1273,543,1191,388,437,0,0,1012,3575,1124,3836,218,333,1596,3863
35,NM,21,Harding County,316,154,168,603,145,11580,225,6483,133,425,65,207,59,156,71,449,89,78,1373,29,183,84,1722,0,0,41,357,0,0,25,570,0,0,0,0,0,0,24,89,0,0,20,306,209,7551,73,77,32,52,0,0,0,0,57,98,48,82,28,30,0,0,183,1083,218,1205,72,375,209,457
35,NM,23,Hidalgo County,2000,731,1110,4132,1404,59648,1660,49663,507,1415,196,1016,167,816,275,620,136,170,2075,109,1227,345,5912,228,1768,182,1637,0,0,290,5357,194,602,78,127,205,197,288,992,164,883,194,961,1251,35809,523,603,332,394,32,19,86,91,643,1443,567,1319,405,464,0,0,1056,4619,1188,4979,268,727,1612,4495
35,NM,25,Lea County,25566,10713,17224,59897,22422,1185258,22329,952822,5833,10423,2268,8764,2003,6623,3470,55046,610,1829,22573,1505,21361,3172,50120,1805,16149,2013,22542,73,1248,4455,102561,3755,17344,534,1433,3588,4518,4419,23875,2946,22230,3014,17979,18660,773568,9161,11407,6558,8693,575,276,1151,952,6250,14276,5637,13116,5477,7361,347,1352,15493,122257,16766,132145,3365,21103,21350,71184
35,NM,27,Lincoln County,9484,4004,5017,17993,4665,350666,6926,208781,3676,9807,1828,13044,1592,10105,2160,11857,318,1667,13490,1021,17597,2285,55764,576,4954,1672,18929,33,441,2271,48328,1547,5799,613,809,2043,3989,2249,10839,1719,16635,1659,7153,6420,234399,2385,2330,1149,1250,160,68,320,280,2276,4631,1895,4028,1356,1619,88,357,5609,36595,6414,39853,1926,6455,6922,18227
35,NM,28,Los Alamos County,9333,4678,3000,18962,5637,872290,7571,626063,6812,10795,3446,16427,3119,10747,1227,13059,90,2437,6249,1314,26806,2730,141571,234,1882,1596,22157,77,1243,4850,114784,4427,25068,256,448,4548,10855,4825,37280,3836,43738,4073,19790,8198,666992,3624,4192,1405,2012,484,243,756,734,452,712,381,596,319,406,430,1458,7882,125293,8075,128090,2200,7794,6836,21640
35,NM,29,Luna County,10755,4031,6395,23501,8211,296891,8510,210302,2601,5312,1071,3059,932,1784,1175,9309,193,810,5150,675,7610,2046,37855,2081,15238,1139,9688,0,0,1236,23058,872,2562,305,346,1016,1338,1218,4372,868,6781,823,3088,6150,150593,2681,2534,1841,1832,107,47,247,219,4410,10707,4116,10005,3112,3523,53,150,4834,19637,5597,21838,1320,3326,8843,26250
35,NM,31,McKinley County,32435,8326,22478,75553,33300,963782,27505,780511,3826,6681,1276,3389,1068,2404,4903,31282,671,903,6508,789,10186,4032,67612,2688,23054,1559,14680,23,291,3057,66352,2383,8527,485,2346,1914,3829,2992,14181,1868,14352,2096,9899,18591,500667,9369,9538,6297,6689,686,361,931,578,14972,37293,13923,33180,10053,12282,190,513,14458,69553,18066,75827,2683,6042,28577,88702
35,NM,33,Mora County,2075,697,842,3958,1216,55708,1550,40929,686,1007,142,610,118,382,373,453,284,139,803,101,1115,464,9693,274,2480,234,1925,0,0,259,4793,188,486,50,36,204,247,248,819,177,1510,182,534,1297,29728,537,522,322,333,27,12,92,73,622,1214,547,1085,360,407,0,0,1067,3613,1236,4110,294,553,1628,4002
35,NM,35,Otero County,26679,11141,12399,54964,17172,998731,21265,707934,8446,14619,3485,10178,2941,7469,3587,24001,418,2382,10266,1925,22915,6464,148964,1656,13048,3287,31208,45,598,4288,78736,3025,10684,1006,1308,3815,5188,4248,17731,3421,28391,3147,13264,18904,594165,8251,8403,4547,5233,970,496,925,770,7392,17023,6666,15464,5083,6411,119,393,16060,84136,17752,89939,3952,10895,21596,61284
35,NM,37,Quay County,3986,1603,2111,7864,2311,110474,3100,82828,1219,2969,407,1410,343,751,532,3324,496,400,3039,273,2620,889,16588,267,2076,510,4355,0,0,446,8128,300,945,116,167,304,363,435,1519,220,1324,320,1605,2523,66925,1002,873,548,595,46,17,139,97,1172,2537,1056,2374,752,884,0,0,2146,8845,2387,9930,652,1811,3091,7882
35,NM,39,Rio Arriba County,17796,5680,8481,34972,11394,660269,14395,518949,5221,7859,1306,4693,1069,2544,2390,9592,1293,1059,5138,921,12632,4058,92832,1646,14889,1884,17920,31,446,3340,63923,2637,8696,502,473,2849,3332,3304,13120,2659,25320,2610,6964,12380,399241,5262,5573,3099,3453,354,175,939,855,4658,9784,4136,8892,3175,3741,75,231,10478,56783,11495,60460,2966,6408,14018,38245
35,NM,41,Roosevelt County,7936,3162,4079,17551,6014,232706,6711,206249,2091,4613,811,1928,698,1146,1041,7216,595,741,9713,349,3121,1163,22520,406,3103,663,6861,0,0,1135,20609,849,2879,212,275,890,940,1114,4251,782,5786,807,4227,5252,141999,2550,2633,1643,1808,216,94,254,216,2310,5407,2084,4970,2044,2932,30,158,4130,18268,4652,20290,1107,3162,6471,19064
35,NM,43,Sandoval County,59943,24545,26347,123978,40239,3063744,49270,2291845,22337,31197,10928,36084,9600,23312,8418,78878,412,8452,37765,5501,87786,13566,302862,5312,51193,7364,84756,249,3905,22043,465148,18027,65884,3179,5392,20299,50525,21931,124581,19553,204222,17101,49975,46284,1976225,21405,25536,12116,15421,2433,1113,2617,3068,11569,23884,10164,21298,8284,10371,851,3409,40449,308622,43665,326260,10430,31148,46773,135149
35,NM,45,San Juan County,54881,20661,35146,124269,47602,2493668,47858,1959296,12595,29328,5704,21612,5056,16260,6425,50507,893,4248,41930,3062,45048,8695,152571,5350,48239,4537,49963,91,1354,11561,241286,9863,43255,1351,1543,9768,13765,11500,59975,9266,86119,8269,39493,39343,1582860,18530,21888,12276,15756,1524,730,1882,1399,15702,36379,14363,33206,11480,14432,592,2446,33345,247063,36550,260012,7476,25521,45800,151113
35,NM,47,San Miguel County,11761,3461,5606,22165,7009,381271,9339,276995,3402,9389,949,3492,805,2188,1738,9370,559,784,7436,493,7032,2625,57276,918,8406,1362,12641,26,655,2023,38380,1516,4390,344,1110,1652,2492,1980,8373,1498,13025,1468,4467,7970,216966,3548,3361,1822,1883,214,89,567,451,3482,7382,3128,6768,2106,2399,67,304,6616,30039,7314,32581,1879,4021,9273,24011
35,NM,49,Santa Fe County,72887,24262,36771,134600,37251,4315309,54349,2456833,31146,95846,16435,190523,14464,132490,16140,194830,660,14797,338056,6950,151342,15511,440342,5020,46710,10753,137765,824,14167,25530,705949,19427,107052,5005,6629,22828,60034,25376,178304,20449,255670,20073,108749,54406,3052836,22653,25962,10344,11308,1970,954,3155,3978,12295,22832,10049,19554,9645,12261,1698,12185,47840,571673,52883,609382,15882,69436,52770,174718
35,NM,51,Sierra County,5244,1950,3201,9527,2335,153198,3561,94527,1877,5232,875,2686,737,1771,870,3727,189,728,7854,460,5276,1456,29659,316,2598,878,7610,0,0,797,15755,534,1747,208,222,608,1021,773,3132,553,4674,505,2116,3226,91209,1021,887,534,535,47,21,141,123,1359,2692,1158,2437,759,912,24,85,2818,13010,3171,14375,893,3126,3835,8887
35,NM,53,Socorro County,7260,2529,3918,14789,4838,243336,5987,185413,1929,3267,764,2802,652,1863,983,6068,322,633,11598,407,5614,1335,27466,454,3429,697,7186,0,0,974,17609,744,2986,140,228,790,1242,964,4648,703,5725,667,1948,4781,146863,2012,1964,1172,1238,106,55,205,187,2257,5190,2035,4805,1587,1975,35,127,3985,20831,4407,22270,1042,2271,5887,16298
35,NM,55,Taos County,15572,4807,8516,28032,7897,548227,11764,346813,5175,10553,2448,16646,2106,11542,3545,26540,354,2199,29997,1030,19841,2748,58751,1751,14910,1711,17571,86,1237,3327,73171,2293,8737,820,960,2907,5160,3291,15405,2529,27180,2461,7973,10158,335215,4103,3905,2044,2151,249,129,642,530,4246,7871,3601,6844,2323,2622,138,867,8722,51564,10079,57436,2708,9321,11772,29691
35,NM,57,Torrance County,6026,2512,2924,12674,4169,192242,4808,153138,1586,2774,553,1196,464,752,963,5651,370,508,4084,364,5030,1154,21503,624,5838,588,5378,0,0,1106,20144,820,2327,222,203,954,1524,1097,4201,885,7088,810,2672,3952,113656,1674,1832,994,1186,113,54,228,189,1704,3706,1521,3345,1111,1422,27,117,3340,14930,3792,16510,956,2160,4704,12581
35,NM,59,Union County,1731,759,1068,3494,1052,58648,1351,43350,614,1388,238,862,217,591,316,3029,314,270,2090,110,1040,362,6518,88,688,209,2282,0,0,205,4382,139,607,59,416,136,167,202,1200,116,844,143,840,1179,41638,472,530,286,346,27,15,56,50,378,762,323,673,260,339,0,0,1007,6278,1153,7177,394,1839,1220,3312
35,NM,61,Valencia County,30738,12230,15244,65952,22450,1216007,25100,904418,9262,15932,3468,16710,2979,13670,3838,24937,697,2671,17729,2029,24667,6978,147000,2955,28240,3516,34217,51,797,7795,145951,6198,18815,1247,2281,7002,12480,7744,34596,6673,59879,5670,17379,22056,716546,9884,10724,6024,7102,805,373,1138,1093,7984,17589,7166,16001,5930,7563,169,763,18591,98935,20363,105357,4790,11556,24620,68504
36,NY,0,New York,9269139,2947321,6082232,17395617,5384764,628186383,7499430,436675561,4036478,13928120,2060053,16776658,1847564,12239367,1546945,23187433,29365,1531504,42858007,741451,11330362,1614030,36059018,930822,7736684,1024156,13687283,84812,2134037,3337687,112016524,2829755,37708884,411957,613365,2505958,18409669,3323965,57408175,2135374,22717574,2818464,14833290,6987160,440309081,2915956,4570560,1277484,1489973,453994,271949,440503,360497,1753574,3737751,1477439,3105310,1174872,1426120,493347,4432406,6223798,91143946,6931073,95149631,1535324,6717542,7358986,29546823
36,NY,1,Albany County,147777,48970,74819,263034,73311,8826905,122245,6298938,74352,106482,38719,263032,34756,221417,17816,317889,340,25779,201000,14143,173500,33967,826570,11655,87303,20901,269578,1637,35515,52843,1252652,43825,330934,7146,10916,48127,283432,52624,631143,41295,323504,43721,133982,119986,6151986,50433,58381,20451,25267,6749,3295,10947,8594,20089,38859,17579,34701,12502,14514,5135,35826,109641,1082829,114715,1136069,23854,91797,119027,350244
36,NY,3,Allegany County,19192,8562,10855,38732,11949,782956,15669,570212,7347,7206,3590,13756,3138,11196,2909,23726,614,2245,9442,1795,16338,4629,82130,2741,19491,2567,24985,71,1209,3616,70169,2807,16322,693,995,3315,14636,3596,32254,2536,11277,2670,10667,14142,476747,6230,7488,3258,4322,482,212,1298,847,3792,7730,3241,6780,2386,3028,182,978,12477,66304,13650,71363,2465,5107,15995,41867
36,NY,5,Bronx County,626298,87846,451405,1194725,435679,21515088,505492,17767233,116145,136475,35516,117194,29760,83801,119183,1007286,24,24901,157407,17212,191542,64023,1197621,66335,552503,32002,350721,752,13419,134258,2763515,121157,775060,8520,16195,56239,162279,133503,986341,55164,498307,111301,365818,419203,12188117,185159,207691,103893,100149,53111,36101,6428,6147,228942,569330,202999,461807,166430,190385,8200,34546,337454,1831609,428287,1812158,66568,121595,543773,2032195
36,NY,7,Broome County,91005,33886,43639,166592,46478,4240389,73321,3011882,45028,58372,23275,79016,20953,58924,10639,139934,425,13952,79772,10599,110521,22728,431482,10259,78266,13287,153898,640,12767,23795,473372,19760,126775,3090,5448,21820,106693,23719,242215,17977,100038,18179,53997,69318,2793090,29613,32891,12460,15725,2477,1106,6588,4634,15619,30528,13573,27215,9221,10885,1812,12280,62427,445759,66228,472185,13148,37528,73851,189626
36,NY,9,Cattaraugus County,34773,14039,21864,67371,20118,1430251,29196,1058932,14143,14609,6617,18681,5853,13858,4318,52740,726,4078,19867,3302,33945,7550,132212,5271,34298,4519,45973,134,2682,6692,128254,5355,29525,1181,2157,6149,26237,6663,58484,5040,26587,5025,15303,26065,892476,11561,12866,5664,7171,956,410,2616,1649,7201,14847,6259,13432,4504,5406,383,2142,23011,128744,24729,137686,4331,13321,29243,76957
36,NY,11,Cayuga County,34884,13687,20910,66068,19318,1576301,29165,1171687,14924,16800,7497,16855,6718,12109,4360,41278,798,4331,28495,3404,35243,8023,147881,4393,31546,4719,51045,174,2714,9111,171174,7539,40774,1354,1790,8517,38635,9092,82176,7220,41554,7292,16588,26956,1023127,12061,15954,5695,7355,1107,509,2852,1847,6189,12155,5337,10800,3788,4393,484,2681,24184,152105,25775,161373,4963,15376,28774,74130
36,NY,13,Chautauqua County,58225,23525,33801,111462,32922,2335865,47894,1693985,24883,25642,12654,33187,11121,21767,7690,82496,1203,7993,26554,6019,61753,13492,239898,7968,50751,7981,84372,289,5209,11553,220190,9190,49243,1932,2792,10731,45231,11491,98728,8766,47222,9179,29185,42586,1446702,18858,20622,8633,10795,1502,596,4160,2757,12003,24760,10464,22343,7319,8856,565,3441,37687,207170,40668,223578,7702,18712,48296,122461
