State FIPS code,State,County FIPS code,County name,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI),Salaries and wages in AGI Number of returns,Salaries and wages in AGI Amount,Taxable interest Number of returns,Taxable interest Amount,Ordinary dividends Number of returns,Ordinary dividends Amount,Qualified dividends Number of returns,Qualified dividends Amount,Business or profession net income (less loss) Number of returns,Business or profession net income (less loss) Amount,Number of farm returns,Net capital gain (less loss) in AGI Number of returns,Net capital gain (less loss) in AGI Amount,Taxable individual retirement arrangement distributions Number of returns,Taxable individual retirement arrangement distributions Amount,Pensions and annuities in AGI Number of returns,Pensions and annuities in AGI Amount,Unemployment compensation Number of returns,Unemployment compensation Amount,Social Security benefits in AGI Number of returns,Social Security benefits in AGI Amount,Self-employment retirement plans Number of returns,Self-employment retirement plans Amount,Total itemized deductions Number of returns,Total itemized deductions Amount,State and local income taxes Number of returns,State and local income taxes Amount,State and local general sales taxes Number of returns,State and local general sales taxes Amount,Real estate taxes Number of returns,Real estate taxes Amount,Taxes paid Number of returns,Taxes paid Amount,Mortgage interest paid Number of returns,Mortgage interest paid Amount,Contributions Number of returns,Contributions Amount,Taxable income Number of returns,Taxable income Amount,Total tax credits Number of returns,Total tax credits Amount,Residential energy credit Number of returns,Residential energy credit Amount,Child tax credit Number of returns,Child tax credit Amount,Child and dependent care credit Number of returns,Child and dependent care credit Amount,Additional child tax credit Number of returns,Additional child tax credit Amount,Earned income credit Number of returns,Earned income credit Amount,Excess earned income credit (refundable) Number of returns,Excess earned income credit (refundable) Amount,Alternative minimum tax Number of returns,Alternative minimum tax Amount,Income tax Number of returns,Income tax Amount,Total tax liability Number of returns,Total tax liability Amount,Tax due at time of filing Number of returns,Tax due at time of filing Amount,Overpayments refunded  Number of returns,Overpayments refunded  Amount
17,IL,179,Tazewell County,64870,29087,35873,127408,37413,3488597,55821,2468064,35933,58456,15480,52480,13727,36166,7083,72226,995,9723,58667,7356,89348,17452,370816,8116,64218,9737,111204,264,3997,18933,362291,14517,47007,3912,5444,17924,68205,18886,122882,15355,108275,14800,69171,52204,2376938,23457,30335,12185,16931,2696,1212,4869,3636,9281,18166,8098,16446,6061,7184,828,3432,47567,378374,50488,396181,10135,37491,52808,148752
17,IL,181,Union County,8023,3662,4999,15974,4561,339523,6337,236605,3265,5629,1521,4243,1390,3295,1224,11873,543,979,6100,751,8227,2106,50109,1031,6894,1172,10744,33,676,1427,26626,1012,3696,371,537,1272,3224,1419,7407,1034,6953,999,4736,5920,215129,2542,2812,1351,1640,243,107,518,482,1602,3288,1398,2941,1068,1247,53,422,5255,30735,5656,32991,1207,3078,6475,19462
17,IL,183,Vermilion County,34888,13683,21900,69841,21903,1461876,28432,1029654,12557,17738,5861,19141,5245,13195,4760,42888,836,3637,15636,3446,39438,9041,157309,4158,32985,4828,46998,121,2109,5521,98368,4224,12811,1099,1523,4942,15685,5478,30653,3983,23018,4015,17931,25597,928389,11365,12985,6182,7548,1163,575,2292,1558,8142,19266,7325,17222,5685,7020,246,1053,22467,137412,24710,148554,4677,18996,29081,83757
17,IL,185,Wabash County,5398,2573,4171,10817,3134,253685,4439,173452,2079,4164,1365,5129,1255,3938,812,10873,169,801,4657,601,5103,1279,20712,528,3768,788,8072,28,563,939,19068,726,2953,202,238,832,2380,938,5627,599,3562,708,4044,4086,167341,1926,2314,989,1321,140,64,322,300,966,1905,839,1724,608,711,52,252,3664,24876,3929,27127,947,4624,4225,11232
17,IL,187,Warren County,8019,3348,5412,16486,5099,332632,6589,225752,3374,6102,1545,4209,1432,2989,1033,11587,540,1027,7381,791,6435,1791,29979,718,4931,1095,11399,63,1006,1099,19884,807,2593,262,312,931,2570,1092,5576,684,3769,797,3245,5934,212353,2794,3088,1507,1862,278,142,566,406,1515,2901,1319,2615,1179,1782,64,217,5125,29799,5509,33631,1345,7012,6335,17017
17,IL,189,Washington County,7215,3404,5366,13940,3896,359534,5870,244597,4067,7783,2067,5379,1846,4351,1076,9369,813,1213,7010,732,7359,1759,29926,737,4590,1024,10786,72,863,1599,29086,1253,4295,320,387,1448,4750,1594,9531,1108,7383,1255,4055,5631,245917,2593,3252,1240,1693,356,163,527,499,913,1792,763,1565,597,740,74,239,5140,37254,5496,41102,1378,6112,5463,14903
17,IL,191,Wayne County,7361,3583,5917,14806,4275,316879,5817,207636,3144,5406,1513,5498,1382,4110,1417,15333,741,1099,14710,688,6863,1717,24413,807,5452,1050,9886,37,582,928,17925,687,2343,226,254,811,1857,926,4482,535,2975,692,4621,5479,203400,2567,2977,1333,1727,228,100,476,457,1340,2825,1119,2463,878,1064,45,221,4830,28773,5335,32247,1333,7126,5586,14804
17,IL,193,White County,6628,3237,4879,13260,3659,315812,5317,200954,2679,6347,1479,5621,1372,3926,1172,13866,444,993,7335,658,5957,1537,26140,657,4196,996,10382,48,692,1021,19475,775,2849,231,368,883,1675,1017,4964,603,3252,722,4185,4904,212078,2191,2507,1135,1471,147,68,410,347,1271,2589,1115,2311,776,930,61,223,4435,33903,4831,37178,1184,9140,5163,14397
17,IL,195,Whiteside County,28099,11921,16711,55228,16571,1246327,22944,880266,11953,23986,6152,24185,5549,18549,3138,23492,906,3817,22978,3270,32884,7555,134317,3245,24093,4104,40470,85,1180,5827,107326,4312,13096,1382,1600,5367,18353,5812,33692,4354,27136,4172,16288,21048,821601,9498,11251,5002,6571,833,371,2014,1429,4945,9930,4325,9042,3389,4392,234,999,18745,121953,19910,129562,4061,17742,22749,59791
17,IL,197,Will County,309947,136056,179542,683488,246620,19534360,265834,15554298,125508,189771,71935,213476,64995,146699,41696,407502,972,49118,310059,28265,460636,59655,1307942,41507,429577,32368,377104,1425,25380,149913,3509606,117304,395506,28571,47318,142140,910012,149619,1376426,130336,1324754,127493,348167,244355,13153064,123871,167439,65050,88864,15051,8529,25236,17613,40915,89210,36082,76308,39020,54530,10413,42383,215535,2253963,231416,2348520,43306,185135,256167,887686
17,IL,199,Williamson County,29650,12911,16179,58372,17001,1350818,24045,955378,11405,20917,5666,14582,5148,10850,4493,52666,633,3657,18521,2836,33535,7053,154829,3271,23858,3957,37629,141,2493,6178,124767,4521,15270,1456,2199,5632,17057,6145,35094,4674,32293,4624,22568,22111,882564,9631,11076,5092,6338,1287,546,1761,1675,6238,13217,5503,11707,3895,4544,311,1153,19707,137243,21310,146557,4466,14184,24006,67388
17,IL,201,Winnebago County,136096,51378,76475,275428,87175,6321279,112703,4628543,48621,78129,25685,110263,23085,77540,18841,166486,755,18394,89918,16358,236341,27622,494532,22379,205689,16667,180311,525,8587,42556,796202,31313,90981,9958,13630,40059,182506,42424,295080,35095,234575,33895,113918,101090,4080374,49135,57860,24418,29507,5567,2515,10335,7347,27800,62337,25034,54320,21397,27701,1697,7715,87296,635055,95828,671367,17446,59416,113647,327760
17,IL,203,Woodford County,17956,9153,10118,37212,11723,1131360,15296,768783,10818,21520,5329,16748,4772,12456,2652,28755,897,3529,26712,2099,31087,4558,93527,1798,14010,2824,34752,141,1989,6307,131639,4890,17567,1259,1971,5962,26098,6287,46481,4958,37209,5150,25646,14731,800910,6995,10121,3556,5394,701,322,1507,1284,1915,3626,1628,3207,1423,1852,350,1524,13483,134921,14303,143016,3633,19706,13635,40391
18,IN,0,Indiana,2979725,1206159,1641108,6126492,1972265,143095136,2488671,106709936,1032195,1815589,526798,2008841,472683,1441830,389133,3770949,54135,374486,3311331,287443,3778950,623560,9821677,349887,2655691,348218,3837464,12332,234084,818670,16464004,751057,3635958,45854,54888,748648,1529892,816498,5485138,678979,5266924,646271,2745291,2198159,94182684,1015992,1286628,534311,684545,113610,55749,182271,141639,553009,1182974,489881,1051612,425081,593306,43902,228662,1925206,15182114,2084201,16036870,404824,1581610,2442071,7254700
18,IN,1,Adams County,14232,7157,9770,32655,12164,590042,10777,398200,5570,10782,2753,5352,2402,3369,2685,30007,1261,1988,7643,1637,15961,3119,37314,1824,12226,1756,18607,36,420,3029,58065,2750,11259,220,213,2703,4165,3021,16358,2193,14031,2451,15193,9956,357621,4682,6047,2506,3457,482,208,969,773,2222,4563,1925,4044,1607,2175,99,357,8706,51317,9449,55413,2000,7377,11291,28168
18,IN,3,Allen County,165486,65104,82215,339725,113868,8229698,137812,5884456,60403,106068,32923,140294,29600,98731,21133,194225,1775,23847,311089,17672,235531,33478,479114,20948,156534,18458,209472,707,14139,45216,919357,41664,205486,2569,2798,41891,84824,45111,310133,37363,272251,37199,176281,121686,5482291,59685,77685,29692,39251,6496,3139,10736,8211,32346,71740,28984,64058,24502,32570,2528,13875,105298,909360,114319,955752,22231,87512,135527,399250
18,IN,5,Bartholomew County,36971,15922,20286,82611,28106,2016764,31132,1453985,13419,26164,7464,26965,6794,19179,4267,39386,619,5568,133841,3796,55233,8014,120836,3755,29336,4723,55230,136,2176,10322,219342,9391,50226,619,847,9260,18696,10298,73473,8164,62798,8103,46126,27541,1357001,13531,20831,7447,9328,1257,583,2297,1926,5665,11279,5048,10264,5701,11147,648,3578,23900,221815,25229,231745,5000,30533,30393,95801
18,IN,7,Benton County,4140,1863,2627,8526,2766,166395,3401,118679,1636,2668,741,3117,678,2737,614,3379,309,469,5315,374,3355,796,9378,486,3408,555,6252,21,422,857,15079,808,4303,34,43,697,737,850,5293,562,3416,624,2199,3041,112528,1412,1799,782,1072,161,77,282,213,793,1668,696,1488,567,771,33,127,2656,15708,2898,17822,725,4226,3195,8781
18,IN,9,Blackford County,5885,2707,3659,11759,3380,217466,4674,156430,2307,2926,989,2139,904,1532,700,4437,219,640,1625,718,6545,1525,20483,901,6654,823,7691,0,0,860,14986,797,3110,48,42,770,963,856,4359,637,3803,601,2701,4116,128643,1807,1939,993,1215,102,44,341,239,1222,2511,1065,2274,777,910,30,112,3610,17128,3965,18495,718,1699,4819,12078
18,IN,11,Boone County,26881,13178,13571,57438,19673,2153543,22538,1572694,11563,25768,7693,43322,7108,31494,4497,67472,543,6112,79883,2858,48806,4938,80682,2140,16590,3102,39436,378,9225,11286,317969,10547,76542,522,619,10484,34505,11260,115617,9646,100870,9622,60030,21054,1596397,10508,14466,4975,6947,1683,861,2135,1917,3017,5863,2591,5146,2246,2927,1613,9421,19218,326370,20431,342849,5234,33789,20174,73747
18,IN,13,Brown County,7311,3596,3825,14365,3815,335361,5747,232638,2624,4179,1383,5190,1234,3635,1412,15065,151,1075,6123,869,13905,1830,33988,846,6172,1194,13481,29,438,2285,44945,2063,9792,165,197,2118,3968,2281,14728,1926,15504,1741,5959,5331,212530,2150,2488,1040,1373,196,60,478,451,1260,2481,1034,2076,772,975,83,398,4805,32293,5331,34917,1196,3789,5706,15140
18,IN,15,Carroll County,9354,4568,5787,19430,6005,420510,7679,300845,3596,5973,1445,4131,1303,3189,1264,7809,468,1096,8698,1037,10048,2196,30553,1130,7753,1314,14041,0,0,2177,41902,2028,9477,111,123,1968,2529,2172,12787,1703,11950,1603,6121,6910,269757,3116,3964,1744,2358,294,131,676,525,1498,2972,1278,2652,1078,1535,83,360,6112,39064,6624,42118,1437,6640,7355,21136
18,IN,17,Cass County,18022,7561,11985,39813,12898,700899,15121,521237,6062,10361,2648,6041,2409,4212,1987,15781,546,1699,6878,1742,16064,4146,57671,2247,15329,2266,21997,47,578,3104,55166,2855,12319,182,166,2788,3444,3095,16887,2366,14350,2329,10183,13010,414292,6325,6708,3545,4081,518,258,1170,837,3708,7891,3290,7173,3463,5654,115,557,10797,57683,11801,62030,2100,8025,15192,42485
18,IN,19,Clark County,53329,20852,29623,108237,31895,2305759,45688,1812518,15768,23950,7767,19244,6928,13886,6544,55721,662,5258,31874,4590,55248,11034,172750,6015,42644,6151,62816,141,2008,16071,285455,15006,68047,716,802,14786,21477,16029,95109,13772,98550,13011,42713,40504,1431383,18484,21441,10254,12531,2074,1072,3063,2342,10062,20470,8851,18344,7969,11289,424,1805,35385,202443,37889,214774,6620,17927,44924,123398
18,IN,21,Clay County,12179,5661,8601,24811,7675,489726,10209,375754,3710,5656,1845,3386,1667,2386,1545,11903,464,1326,4009,1103,11009,2846,39803,1647,10861,1485,14065,26,418,2359,41099,2210,9457,119,124,2122,1742,2356,12016,1865,12418,1740,6289,8971,297254,4035,4777,2257,2908,384,165,747,549,2481,5288,2206,4748,1624,1941,61,233,7896,39882,8514,43225,1536,4596,10127,27857
18,IN,23,Clinton County,15447,6579,9081,34573,12263,622000,13063,474721,4626,7147,2445,6234,2214,4642,1699,12120,470,1750,6218,1355,15760,3277,44039,1809,12665,1793,19259,44,796,3302,56610,3082,13416,161,171,2929,3981,3296,18579,2586,16320,2396,9161,11008,371827,5265,6116,3160,3919,476,217,924,699,2760,5904,2460,5379,2890,4631,87,296,9307,49545,10084,53810,1803,6859,12883,35386
18,IN,25,Crawford County,4544,2181,3277,9264,2721,156181,3729,122355,1377,1711,512,681,440,442,713,4370,356,356,1207,367,3943,989,15436,774,5132,510,4169,0,0,800,13039,719,2209,64,52,722,972,799,3425,625,3746,543,1573,3185,88152,1345,1455,769,962,140,50,199,141,1033,2132,901,1857,642,795,0,0,2807,10692,3137,11726,515,918,3811,9781
18,IN,27,Daviess County,13796,6316,9606,31130,10369,595753,11095,402920,5727,8174,2395,7243,2185,4328,2194,24776,1241,1802,28025,1114,11903,2477,40612,819,5190,1444,13582,51,702,2337,45253,2172,13740,122,103,2065,2714,2326,17022,1725,10598,1710,8141,9822,374605,4435,5320,2776,3506,409,199,724,593,2494,5527,2245,5112,2335,4086,132,645,8329,55818,8891,59273,1982,7596,10923,35792
18,IN,29,Dearborn County,23979,11025,14608,48898,15537,1195156,20276,917109,9494,12299,5373,15291,4868,11893,2967,24019,600,3087,14465,2700,40182,5317,85710,3043,25290,3008,33318,78,847,7856,148883,7304,32250,378,412,7410,15241,7839,50236,6984,56986,5829,16115,18499,779763,8415,11170,4701,6638,813,402,1631,1422,3659,7548,3202,6634,2503,3078,255,1093,16702,116009,17744,121949,3057,8457,19986,57368
18,IN,31,Decatur County,12502,5506,8031,25328,7998,510350,10310,385709,4703,7176,2481,8790,2285,7338,1549,12477,536,1666,6258,1134,12590,2600,30449,1678,14226,1404,14068,40,429,2548,44538,2340,9730,165,155,2259,2820,2541,13330,1985,14033,1921,7411,9089,318934,4213,5233,2402,3155,296,151,666,579,2269,4502,1971,4069,1585,2004,79,295,7983,43339,8576,46819,1650,5045,10050,27359
18,IN,33,DeKalb County,19345,8728,11516,39852,12855,820567,16020,629218,7108,11943,3585,11419,3269,9188,2376,17587,638,2494,16431,2251,25333,4209,51243,2837,20749,2226,22503,37,553,4671,85690,4320,18368,257,279,4330,5936,4662,25888,3897,27782,3563,15275,14360,513934,6949,8785,3836,5245,717,327,1344,1060,3545,7188,3095,6438,2471,3062,153,808,12551,71524,13492,76012,2258,7245,16044,45477
18,IN,35,Delaware County,48093,19172,25250,92305,26958,1943168,39503,1403269,15345,24762,7286,24709,6467,17817,5694,54364,555,5126,27467,4893,60131,12068,194716,5771,46791,6665,72789,155,2658,9628,187165,8793,38333,565,651,8791,14771,9602,57234,7617,52078,7396,33057,34105,1264404,14393,16159,7261,9141,1453,667,2601,1899,9991,20540,8836,18615,6174,7306,511,2490,30111,196729,32797,209269,6091,26064,39862,107093
18,IN,37,Dubois County,21476,9560,15230,42171,12965,1185057,18320,774841,9289,31320,6467,29448,6092,24467,2685,33130,778,3682,92556,2472,27991,3651,43825,2387,12618,2366,25542,123,1655,4669,95966,4346,26676,253,302,4277,8420,4656,36892,3495,25064,3490,14964,16543,833881,8085,10938,4287,5905,835,380,1447,1461,2686,5258,2281,4688,2127,2912,302,1952,14659,142076,15434,149176,2668,11517,17577,56408
18,IN,39,Elkhart County,88555,37149,49333,203042,69526,3840530,74757,2806900,29538,61635,13336,60086,11845,42903,11738,106600,1448,9892,147207,8865,106100,12701,152104,16088,110369,8415,90786,259,4542,22400,451558,20384,92197,1477,1424,20722,41834,22324,142257,18180,130406,17582,94207,62851,2356207,31190,38523,18603,23031,2770,1306,4311,3107,18058,39638,16166,35695,18470,29807,970,5719,51571,362286,56349,385177,10316,49141,74076,218852
18,IN,41,Fayette County,10326,4744,7288,21358,6566,374079,8094,267419,3481,6000,1499,4286,1351,3173,1245,12977,359,970,4619,946,8806,2814,35431,1711,13596,1390,12968,20,279,1746,29922,1599,7357,110,127,1579,1814,1743,9842,1371,8038,1158,4594,7186,216566,3117,3372,1775,2122,258,99,543,319,2415,4921,2139,4410,1586,1956,62,344,6200,28956,6810,31788,1342,3782,8460,23206
18,IN,43,Floyd County,35990,14865,20076,70775,21193,1915115,30281,1413463,12984,25737,7621,43787,6875,37235,5023,53927,368,5198,28284,3799,52425,7752,136218,3734,27211,4442,49341,202,3296,12033,245700,11209,59532,570,653,11236,19560,12006,83558,10084,79296,10158,42245,27521,1312117,12477,28755,6118,7771,1545,749,2526,2181,5857,11989,5149,10701,4066,5086,669,3259,24779,208542,26416,219827,5297,18773,29250,86093
18,IN,45,Fountain County,8065,3691,5489,16919,5103,335037,6545,241658,2708,4203,1128,3057,1005,2537,998,6518,456,742,4486,741,7606,1895,25580,1183,8332,1067,10459,26,335,1273,22347,1169,5275,71,74,1145,1329,1270,7011,969,6172,901,3921,5871,211007,2584,3188,1554,2052,137,63,458,368,1378,2782,1195,2507,1048,1584,50,219,5205,30296,5604,33223,1095,4630,6538,18498
18,IN,47,Franklin County,10998,5525,7665,23388,7652,516846,8993,387414,4537,8854,2455,11198,2245,9394,1648,14724,780,1635,11505,1042,11315,2324,31217,1581,12107,1305,13343,36,533,2816,55878,2650,12926,111,91,2613,3906,2807,17762,2407,19504,2051,6705,8072,330526,3868,5421,2147,3099,343,158,757,680,1833,3838,1573,3242,1305,1676,122,779,7169,48605,7867,52132,1513,5782,8874,26730
18,IN,49,Fulton County,9418,4349,6600,19728,6276,374174,7532,270450,3698,6310,1523,4478,1397,3450,1477,8804,581,1085,4381,966,10317,2144,28169,1321,9629,1208,12900,31,474,1824,34336,1674,7999,111,102,1628,1943,1821,10597,1391,9051,1367,5597,6572,227243,3106,4056,1665,2114,287,144,693,492,1969,4125,1735,3678,1407,1792,60,320,5643,31181,6235,34241,1370,4272,7492,21258
18,IN,51,Gibson County,15463,7151,9873,30912,9308,714444,12865,541938,5744,8746,3343,7072,3030,4864,1782,16896,480,2135,12469,1596,16765,3620,46948,1399,8978,1908,19939,48,676,3098,53620,2840,11226,214,265,2802,4176,3094,16660,2410,16058,2249,9493,11607,469780,5289,6727,2990,4265,647,304,994,828,2467,4684,2166,4296,1516,1892,127,376,10531,67816,11061,72299,2104,8288,12460,33306
18,IN,53,Grant County,29800,12542,15239,59623,18212,1159698,24150,827158,10896,16024,4401,10507,3858,7881,3303,29015,444,3086,17547,3378,39420,7741,121353,3691,27896,4226,41428,76,1321,5876,112015,5368,24549,365,380,5220,5670,5853,32301,4469,26983,4537,26907,20733,697830,8961,9756,4716,5806,713,301,1614,1076,6555,14085,5848,12872,4399,5251,177,790,18168,99993,19966,108007,3866,11505,24379,66589
18,IN,55,Greene County,14129,6640,9343,28648,8589,580570,11331,440277,5391,7615,1930,3470,1708,2455,2009,17000,736,1446,4525,1221,12685,3662,64328,1699,10953,1788,15793,21,325,2592,44128,2389,9166,154,211,2331,2904,2586,13062,1963,12050,1858,7221,10226,364136,4555,5611,2587,3311,514,252,963,893,2707,5654,2373,5020,1765,2183,86,293,9132,49824,9880,53467,1824,5000,11537,31296
18,IN,57,Hamilton County,128664,64432,60571,285048,101705,10776334,111192,8342395,59606,126699,39483,210543,36128,139774,21957,303337,630,32148,391711,13615,259934,22099,412193,9315,78609,13028,181318,1715,37912,65942,1702689,61687,409092,3007,4048,61925,183582,65805,617557,58230,607963,56851,269186,104767,8175741,54573,80011,26946,38422,9436,4843,10683,9375,11499,22295,9613,18764,10015,14044,7730,41335,96344,1620830,102000,1696388,26117,162751,96602,367169
18,IN,59,Hancock County,33376,16372,16579,69906,22373,1918721,28383,1461751,12729,18467,6878,18890,6151,13926,4784,47359,587,4950,27867,3542,49509,7933,147093,3478,29377,4543,52975,175,2778,13258,265363,12364,58581,597,737,12495,25067,13219,87360,11745,98030,10707,38324,26409,1296089,12692,17939,7068,9864,1745,932,2513,2101,4269,8320,3666,7297,3053,3770,625,2795,24001,204884,25618,216472,5554,20080,26445,75483
18,IN,61,Harrison County,17801,8531,11700,36582,10804,820820,14860,612120,6439,10307,3465,7390,3118,5577,2796,20530,1248,2341,9798,1759,20399,4053,62402,2256,15328,2194,21635,42,658,4838,92798,4448,23148,284,333,4466,6050,4832,31003,4047,29763,3859,13117,13357,524555,6264,7506,3427,4456,700,339,1249,1023,3180,6435,2741,5622,2187,2812,136,648,11752,81690,12763,86272,2232,6710,14617,43102
18,IN,63,Hendricks County,67066,32469,32323,142866,47721,3973810,57861,3155131,25798,40442,13558,33470,12166,23210,9406,100144,678,9542,37790,6863,95922,14862,265772,5830,47729,8125,95793,287,4688,29446,584580,27627,129367,1259,1602,27626,57836,29391,198873,25949,213855,24298,87562,54425,2680026,27340,37924,15291,21764,4372,2271,5388,4058,8076,15825,6930,13657,6220,8051,1302,5158,49292,418716,52220,440965,10941,39056,53585,158617
18,IN,65,Henry County,21834,9824,13285,44027,13097,879411,17793,610673,8524,10665,3067,10753,2685,8607,2668,19629,650,2078,7269,2178,25464,6391,101349,3045,27371,3160,31060,48,531,4226,75489,3873,16166,261,260,3887,5573,4222,23365,3468,23530,3093,12366,15654,542293,6782,8158,3720,4746,474,209,1357,1055,4249,8555,3714,7667,2729,3261,145,735,13864,77426,15341,83328,2865,12336,17903,46164
18,IN,67,Howard County,40005,16726,26175,78854,23972,1730964,33694,1187559,14423,19853,6264,15804,5541,10709,4611,38239,458,4750,13043,4137,46957,12554,266883,4975,39857,6792,75931,93,1536,9998,179092,9348,40138,440,515,9233,10575,9975,55359,8180,53993,8310,37762,29046,1106946,12524,14894,6323,8169,898,431,2629,1847,8059,17095,7169,15471,5033,5982,264,1214,26086,162885,28685,171945,5236,14081,33174,93555
18,IN,69,Huntington County,17405,8106,9712,34874,10357,729458,14253,540284,6665,10160,3314,11733,3015,9037,2001,12830,542,2275,16590,2015,22852,3988,54088,2809,19837,2285,23133,43,503,4101,75420,3808,16186,227,255,3735,5140,4096,22623,3277,21945,3139,14758,12852,460060,5995,7430,3045,4162,696,314,1233,1061,2951,6036,2558,5493,2049,2528,128,695,11301,63096,12146,67338,2308,9021,14081,36960
18,IN,71,Jackson County,21887,8960,12929,55289,16383,905652,18828,737130,7204,11708,3265,8562,2996,6632,2289,16849,783,2256,10301,1856,20080,4216,51756,2308,17053,2267,23406,54,751,4386,79382,4061,18552,241,368,3794,4086,4379,24251,3408,23268,3292,15155,15914,542549,8144,9528,5210,5734,627,304,1004,832,3744,7522,3294,6826,4786,12048,214,938,12834,76632,13656,81300,2417,8389,18562,57392
18,IN,73,Jasper County,15112,7443,9365,32538,10566,690495,12480,524427,5644,10726,2317,5032,2053,3401,1913,15077,477,1601,20891,1423,14174,3185,51686,1995,13612,2057,21533,57,925,4625,89324,4383,26476,179,232,4222,3738,4619,31770,3818,28564,3332,12583,11267,456130,5148,6573,3106,4316,366,158,901,604,2263,4594,1983,4102,1809,2639,166,918,10011,67376,10695,71795,2146,9758,12226,38585
18,IN,75,Jay County,9433,4313,6020,19988,6546,335494,7555,255208,2944,4169,1250,2036,1072,1106,1328,10321,713,898,7293,885,6767,2206,23137,1311,9068,1005,8854,0,0,1309,22813,1230,6198,63,86,1120,880,1302,7479,922,5374,833,3339,6444,196731,2897,3211,1562,1989,287,113,556,362,1895,4067,1689,3626,1376,1842,53,302,5552,26293,6155,28826,1107,4031,7729,20332
18,IN,77,Jefferson County,14577,6278,10224,29427,8826,635042,11811,457544,5263,9490,2355,7340,2173,5351,1853,18536,825,2011,9307,1420,16353,3520,55532,1802,14460,1919,19707,52,592,3060,57954,2749,11630,239,228,2803,4407,3053,17158,2479,17587,2418,9970,10561,406606,4849,5923,2551,3285,523,250,1018,775,2824,5569,2465,4971,1837,2401,132,580,9351,62288,10085,66155,1746,5446,12073,37866
18,IN,79,Jennings County,12372,5414,7851,27339,8764,457503,10329,359863,3475,5791,1374,3840,1213,3283,1588,8433,546,1050,4113,794,7605,2785,38045,1901,13661,1308,11911,0,0,2140,35197,1975,6954,108,121,1930,2661,2135,10308,1768,11320,1462,4788,8831,263555,4225,5094,2638,3165,344,165,607,466,2921,6374,2592,5729,2247,3615,29,112,7402,33746,8089,36060,1238,3238,10608,31372
18,IN,81,Johnson County,66319,30467,32608,139680,45997,3551447,56278,2774032,23558,41982,12283,39966,11039,28656,8705,92612,598,8902,61390,6603,95131,14462,249600,6493,53791,8221,97004,305,5998,23958,479986,22078,100186,1280,1606,22137,44416,23897,154361,20628,170489,19433,73363,51552,2443848,24502,33780,13667,18651,3226,1572,4412,3443,9581,19498,8262,16989,7478,10324,1185,5956,46221,394507,49367,416161,10250,34307,53329,154707
18,IN,83,Knox County,16726,7087,10499,32067,9317,722147,13773,519211,5797,9203,3037,7058,2775,5186,2013,27864,503,2137,16982,1555,16588,3370,48506,1445,9908,2142,22416,48,1044,2861,53021,2635,12754,168,190,2475,3796,2856,17536,2049,13018,2110,10597,12063,472191,5158,6439,2693,3497,625,296,966,839,3174,6157,2795,5594,1913,2192,196,884,10830,71370,11572,77264,2367,10111,13494,35247
18,IN,85,Kosciusko County,36254,16686,22975,76902,24462,1685171,30048,1265860,14252,27186,6589,26570,5930,19533,5016,41223,1008,4986,21056,3969,54279,7022,90728,5513,36051,4171,47139,91,1687,9008,184335,8195,38869,635,717,8295,15236,8987,58916,7269,58110,7043,34188,26778,1076235,12546,15352,6921,8938,1174,560,2139,1747,6028,12471,5263,11151,5240,7862,456,2441,23170,167038,25116,177445,4995,19458,29349,84088
18,IN,87,LaGrange County,15620,7845,11449,36614,14003,597863,12572,440792,5375,10211,2085,5367,1845,3773,3254,28637,1780,2025,13573,1361,16287,2233,29712,3069,16708,1477,15942,30,398,3054,55968,2787,11524,206,229,2824,4164,3048,16693,2487,19111,1987,9065,11134,349944,4917,6650,3176,4428,244,118,906,717,2640,5413,2325,4868,2492,4817,108,509,9242,46705,10120,50218,1980,5796,12755,36457
18,IN,89,Lake County,229914,78836,133158,459711,153745,10609623,185777,8093213,75036,120256,36828,116950,32641,83045,28523,276520,414,23720,134495,20807,286468,50909,843341,26455,225296,27401,301010,593,9814,65305,1229331,57773,192709,5702,7578,59986,163303,65155,382647,55244,441186,52529,170120,168073,6881422,74153,89937,38992,49931,7428,3835,13386,8965,48194,115158,43088,98909,34508,43597,2488,10527,147627,1076532,162449,1132246,29163,90455,191088,591412
18,IN,91,LaPorte County,50336,19737,26070,100169,31077,2196826,41554,1633102,17031,30136,8005,23895,7103,16509,5948,55542,601,5224,24024,5185,62806,11170,167908,6691,51484,6427,70051,168,2247,12068,219186,10946,44311,786,883,10964,18872,12008,67702,10112,75784,9297,27240,36840,1411401,16485,19100,8435,10727,1242,528,3407,2316,10015,21587,8918,19141,7109,9239,479,2300,32442,213774,35174,227088,6371,21701,41952,117560
18,IN,93,Lawrence County,20540,9706,13141,41556,12280,826861,16809,618922,7959,11592,2887,5663,2544,3615,2721,17935,819,2028,4733,1911,19652,5535,98165,3155,22359,2699,24812,27,290,4282,75149,3966,16374,240,291,3937,5609,4271,23767,3502,22936,3321,12478,14994,510948,6548,7677,3641,4684,666,322,1236,950,4123,8748,3629,7815,2692,3223,126,569,13342,70866,14623,75360,2805,6232,16746,45033
